ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
8/16/2015,36,43094,535,Self-Employed,Bachelor,11,7093,84,Married,2,Mortgage,954,0.26144376,1,1,0.53705462,0,Debt Consolidation,0,27,28,4050,2079,110670,16014,3591.166667,0.749412988,3,94656,0.264593,0.260117206,184.1489989,0.316930152,0,60
8/17/2015,23,64418,582,Unemployed,Master,0,15057,96,Divorced,1,Mortgage,636,0.343128772,5,2,0.47465886,0,Education,0,21,11,5415,940,115505,95645,5368.166667,0.894605442,7,19860,0.259057,0.264053833,378.1112877,0.188912035,0,59
8/18/2015,30,128428,579,Employed,Bachelor,7,37526,48,Single,1,Mortgage,389,0.064146881,2,1,0.474300129,0,Auto,0,23,18,10928,3808,33483,11126,10702.33333,0.895643663,5,22357,0.243026,0.248677302,1241.487611,0.152348797,1,42.4
8/19/2015,34,88367,602,Employed,Bachelor,12,60593,72,Single,2,Own,844,0.437290969,3,1,0.194804717,0,Debt Consolidation,0,17,21,1738,662,89985,36387,7363.916667,0.882266399,9,53598,0.274593,0.251748483,1638.71145,0.337145511,0,45
8/20/2015,50,49404,492,Employed,High School,31,35427,60,Married,1,Mortgage,250,0.340223682,6,0,0.144361122,0,Education,0,27,14,5288,4598,181715,90316,4117,0.887726863,3,91399,0.294427,0.319901541,1189.865384,0.349736552,0,49
8/21/2015,43,23464,567,Employed,Master,20,26749,36,Married,0,Own,226,0.159407428,4,0,0.227235418,0,Home,0,20,9,2817,1079,27951,86289,1955.333333,0.929626034,4,6108,0.228249,0.197280661,990.3862932,0.62208641,0,54
8/22/2015,42,33506,484,Employed,High School,17,11073,24,Divorced,0,Mortgage,952,0.621163616,4,4,0.139993479,0,Home,0,26,23,2356,11487,57919,205173,2792.166667,0.591973729,4,7048,0.244073,0.269509173,601.8767764,0.556512903,0,53
8/23/2015,50,100186,624,Self-Employed,Bachelor,29,24165,60,Divorced,2,Mortgage,433,0.286216282,4,2,0.29403114,0,Home,0,21,2,8324,1080,34810,28810,8348.833333,0.985732732,5,6000,0.217165,0.219164008,666.2629113,0.131666649,1,44
8/24/2015,38,28101,546,Employed,Doctorate,15,23141,36,Single,0,Own,585,0.127419654,4,2,0.576077095,0,Debt Consolidation,0,17,25,1076,3588,21070,11792,2341.75,0.724211603,7,9278,0.235141,0.27248408,947.8229476,0.654563018,0,59
8/25/2015,44,184352,636,Self-Employed,Bachelor,20,71009,48,Married,3,Mortgage,240,0.206538748,4,0,0.221662524,0,Auto,0,32,8,13152,263,19744,50309,15362.66667,0.92279448,8,3384,0.248009,0.283684696,2489.810432,0.177691184,0,51
8/26/2015,38,54629,570,Employed,Bachelor,17,9196,48,Single,2,Own,298,0.155863215,4,1,0.121321882,0,Home,0,29,16,778,1999,110840,37001,4552.416667,0.707318011,7,73839,0.219196,0.217219757,288.3436482,0.128798326,1,37.6
8/27/2015,43,54344,580,Self-Employed,Associate,21,11784,72,Married,2,Own,882,0.117829508,2,0,0.178369628,0,Debt Consolidation,0,24,12,3365,624,67189,7301,4528.666667,0.777578782,4,59888,0.236784,0.224111885,298.9692299,0.260776365,0,50
8/28/2015,33,27156,608,Employed,High School,13,40375,60,Divorced,1,Mortgage,151,0.129090963,8,1,0.117819824,0,Debt Consolidation,1,22,23,2160,522,54904,16669,2263,0.93697679,4,38235,0.241375,0.248768945,1182.147496,0.589106273,0,54
8/29/2015,18,56917,609,Employed,Bachelor,0,47679,72,Married,0,Own,460,0.425556389,3,1,0.222792688,1,Auto,0,18,17,3409,1389,12820,6591,4743.083333,0.795237563,4,6229,0.258179,0.261841365,1319.197759,0.375114168,0,62
8/30/2015,38,16647,501,Employed,High School,18,25994,72,Single,3,Mortgage,758,0.485551917,5,0,0.241504874,0,Home,0,21,12,3024,328,62160,30542,1387.25,0.774095838,4,31618,0.290494,0.30982188,798.540454,1.122033126,0,55
8/31/2015,57,200335,633,Employed,Bachelor,36,18352,120,Single,0,Rent,166,0.269947,5,1,0.379373922,0,Home,1,25,15,9882,14706,28643,16308,16694.58333,0.781951013,6,12335,0.256852,0.232614342,395.2150285,0.033616594,1,44
9/1/2015,51,89371,576,Employed,High School,26,29334,84,Single,0,Rent,407,0.035949593,1,0,0.516193252,0,Home,0,28,8,974,1223,103384,16692,7447.583333,0.845544757,7,86692,0.266334,0.266197845,773.1385258,0.158459258,0,55
9/2/2015,51,118364,571,Employed,Master,30,65441,36,Married,0,Mortgage,129,0.085190692,1,1,0.060796691,0,Other,0,24,1,3688,486,159561,35937,9863.666667,0.826861209,8,123624,0.264941,0.248605931,2597.100195,0.276377973,0,48
9/3/2015,54,20152,563,Employed,High School,31,15934,108,Married,1,Own,368,0.055587803,6,0,0.227444125,0,Home,0,21,8,2152,910,6515,11674,1679.333333,0.98598305,6,10532,0.279434,0.303165543,431.7248948,0.476215698,0,54
9/4/2015,41,57479,606,Employed,Bachelor,20,27797,36,Married,0,Mortgage,466,0.40681697,1,1,0.473513086,0,Auto,0,21,12,1052,1562,75390,2750,4789.916667,0.943577033,5,72640,0.209797,0.190235239,1019.258026,0.310080139,0,52
9/5/2015,42,105226,547,Employed,Bachelor,17,19910,60,Married,4,Other,453,0.201656504,2,2,0.370300917,0,Home,0,18,25,7933,1580,61566,48416,8768.833333,0.962890794,1,13150,0.25141,0.204124377,532.072693,0.112337942,1,42.4
9/6/2015,32,55703,519,Employed,Associate,7,26495,96,Married,0,Mortgage,684,0.184161823,2,0,0.329907636,0,Education,0,23,20,46125,416,46541,68638,4641.916667,0.707995722,4,1635,0.301995,0.273484247,682.2506568,0.294328993,0,53
9/7/2015,36,28332,590,Employed,Associate,12,32509,36,Single,3,Mortgage,439,0.610134911,1,0,0.40672313,0,Debt Consolidation,0,20,4,4966,415,61503,9914,2361,0.981079899,5,51589,0.222509,0.203069201,1213.240819,0.699805514,0,61
9/8/2015,47,37889,639,Employed,Associate,24,16427,84,Single,1,Rent,446,0.274204417,2,1,0.401019417,0,Home,0,26,8,2647,6185,312956,31794,3157.416667,0.889719891,3,281162,0.221927,0.1775416,342.8970338,0.249855219,1,39.2
9/9/2015,54,46712,660,Self-Employed,Associate,32,35966,108,Divorced,3,Mortgage,498,0.174596114,5,1,0.373729705,0,Auto,0,24,15,11808,1544,123477,14714,3892.666667,0.899245775,5,108763,0.250966,0.255404834,853.2434679,0.347125398,0,47
9/10/2015,38,35061,613,Employed,Associate,18,17220,84,Single,3,Mortgage,339,0.067363242,3,4,0.205034992,0,Auto,0,28,5,11243,2426,76823,3628,2921.75,0.92883094,4,73195,0.23572,0.246054504,431.5318513,0.263722718,0,49
9/11/2015,34,211515,538,Employed,Associate,8,29327,72,Single,0,Other,413,0.215535098,1,1,0.264064059,0,Auto,0,20,27,959,365,65688,42689,8970.333333,0.808590577,4,22999,0.275327,0.245551603,782.0003536,0.13321694,1,40
9/12/2015,40,28628,627,Employed,Bachelor,19,8338,36,Single,2,Rent,214,0.363743338,1,0,0.241685323,0,Debt Consolidation,0,19,5,4927,324,120894,5601,1585.166667,0.665048488,5,115293,0.179838,0.194587862,307.575439,0.329035079,0,49
9/13/2015,47,61700,475,Unemployed,High School,23,32260,48,Married,1,Mortgage,2430,0.146969603,4,1,0.196234477,0,Home,0,17,10,2909,1334,23553,22990,5141.666667,0.955633021,7,3774,0.28976,0.298774581,1159.255253,0.698072334,0,52
9/14/2015,22,21374,549,Employed,Doctorate,0,14134,72,Divorced,3,Rent,505,0.49086265,6,0,0.560861883,0,Education,0,24,13,2286,571,134891,58153,1781.166667,0.789225963,8,76738,0.254634,0.288806798,415.0632777,0.516550919,0,59
9/15/2015,18,23006,586,Employed,Bachelor,0,17155,24,Married,3,Own,282,0.376206866,2,1,0.172279805,0,Home,0,18,21,8002,384,119847,6114,1917.166667,0.857077757,6,113733,0.199155,0.218416036,888.6284366,0.610603375,0,48
9/16/2015,33,15000,525,Employed,High School,8,7126,84,Married,0,Rent,865,0.27068175,1,1,0.352765753,0,Debt Consolidation,1,25,4,1751,1888,99011,44799,1250,0.879240337,3,54212,0.269626,0.227915659,170.4331848,0.828346548,0,63
9/17/2015,25,26810,558,Employed,Associate,1,19685,36,Widowed,1,Mortgage,1114,0.229967979,2,1,0.173572292,0,Education,0,18,15,15229,687,73463,15637,2234.166667,0.756929816,4,57826,0.225685,0.246086473,778.6035058,0.847118317,0,50
9/18/2015,33,123106,517,Employed,Master,7,42794,60,Divorced,2,Rent,305,0.093188456,2,0,0.414439648,0,Education,0,22,9,2889,193,7811,19091,10258.83333,0.757101399,7,9137,0.289294,0.253626615,1265.175464,0.153055948,0,54
9/19/2015,38,41470,444,Employed,High School,16,10064,24,Single,1,Own,294,0.279135372,2,1,0.273988003,0,Debt Consolidation,0,20,13,2219,423,55824,20489,3455.833333,0.918556237,6,35335,0.263064,0.278454009,551.6053212,0.244689266,0,53
9/20/2015,34,25369,621,Employed,Bachelor,14,24276,36,Married,0,Rent,1015,0.104651268,3,1,0.320215499,0,Auto,0,21,7,2272,2608,21551,14227,2114.083333,0.956093656,5,7324,0.198776,0.211068976,915.9328715,0.913366489,0,53
9/21/2015,57,92555,577,Employed,Bachelor,36,7942,60,Married,0,Rent,234,0.138253659,6,2,0.410109955,0,Other,1,19,12,1283,408,71924,24384,7712.916667,0.839844132,6,47540,0.224442,0.194036635,207.7878774,0.057278964,1,48
9/22/2015,43,82723,527,Unemployed,High School,20,20434,60,Widowed,3,Rent,522,0.77543297,1,1,0.258563361,0,Home,0,28,22,20320,1544,21864,29662,6893.583333,0.726034061,3,10024,0.261934,0.268699672,622.3717433,0.166005354,0,56
9/23/2015,43,67641,657,Employed,Master,20,33832,36,Married,0,Other,352,0.393886028,0,2,0.036331313,0,Debt Consolidation,0,29,8,4833,1073,12423,116787,5636.75,0.741024511,3,5070,0.190332,0.222460832,1296.370416,0.29243277,0,45
9/24/2015,47,189259,600,Employed,Associate,25,20863,24,Single,0,Mortgage,657,0.665317842,1,3,0.049933303,0,Auto,0,26,23,5876,143,24910,18572,15771.58333,0.563805732,3,6338,0.195863,0.192981961,1054.700068,0.108530642,1,37.6
9/25/2015,26,65995,557,Employed,High School,7,32541,48,Single,0,Rent,577,0.222588433,3,0,0.206306195,0,Home,0,22,19,2727,3563,108523,31470,5499.583333,0.9750857,4,77053,0.249041,0.21845094,1022.504613,0.290841054,0,50
9/26/2015,52,94258,648,Unemployed,Master,29,17133,72,Married,1,Rent,451,0.505960724,2,1,0.177776042,0,Education,0,28,2,2647,3851,74325,5238,7854.833333,0.886838137,7,69087,0.208133,0.211059437,421.4407783,0.111070565,1,41.6
9/27/2015,39,28794,621,Employed,Bachelor,13,80191,36,Single,2,Other,482,0.162846493,2,0,0.210925807,0,Debt Consolidation,0,18,9,8753,242,76155,31969,2399.5,0.86911725,6,44186,0.254691,0.222296518,3072.065997,1.481169409,0,51
9/28/2015,48,79340,487,Employed,Master,25,38194,60,Single,1,Mortgage,251,0.59131818,6,3,0.150858471,0,Debt Consolidation,0,25,29,41834,1351,115097,3867,6611.666667,0.947769026,5,111230,0.299694,0.304787978,1246.961846,0.226563425,0,47
9/29/2015,27,49269,538,Employed,Bachelor,3,24458,48,Married,1,Mortgage,413,0.604755506,1,2,0.313933938,0,Home,0,30,27,4043,292,47461,46528,4105.75,0.626967259,10,2631,0.250458,0.239746228,797.0326013,0.294716581,0,57
9/30/2015,21,50518,597,Employed,Bachelor,0,51842,96,Married,2,Rent,398,0.428719222,6,2,0.365854293,0,Home,0,20,18,656,1521,60159,5475,4209.833333,0.683604713,8,54684,0.288342,0.287676857,1385.324149,0.423609204,0,53
10/1/2015,49,40443,578,Employed,Master,26,44235,24,Single,3,Mortgage,298,0.109632661,2,1,0.411784404,0,Home,0,21,10,2687,1744,75403,46103,3370.25,0.710105787,5,29300,0.230235,0.195941398,2242.61506,0.753835787,0,56
10/2/2015,44,47289,572,Employed,High School,20,16836,12,Single,0,Mortgage,297,0.5848703,3,0,0.309692835,0,Auto,1,23,8,3992,2736,56477,62139,3940.75,0.844632781,3,4240,0.195836,0.166308304,1532.575151,0.464270799,0,63
10/3/2015,29,25654,566,Employed,Bachelor,6,28293,24,Single,0,Mortgage,271,0.333402266,5,3,0.08672106,0,Education,0,21,22,1609,301,255561,76934,2137.833333,0.574766462,4,178627,0.220293,0.243455562,1500.766094,0.828767176,0,48
10/4/2015,29,15000,613,Employed,Bachelor,7,18996,72,Single,1,Mortgage,641,0.11528974,3,1,0.223482616,0,Home,0,26,6,12428,304,44964,9046,1250,0.861222592,5,35918,0.227496,0.235377975,494.7880305,0.908630424,0,52
10/5/2015,53,92552,600,Employed,High School,32,34867,96,Divorced,3,Own,421,0.220333579,0,2,0.146951425,0,Home,1,24,15,787,1215,35845,13238,7712.666667,0.910623998,6,22607,0.269867,0.288083476,932.6951947,0.175515843,0,52
10/6/2015,25,19483,576,Employed,Bachelor,3,48336,72,Married,1,Other,242,0.269090307,3,0,0.155300793,0,Auto,1,23,1,2713,872,77345,6338,1623.583333,0.747698369,6,71007,0.275336,0.273727556,1373.284197,0.994888383,0,60
10/7/2015,59,50102,521,Employed,High School,36,10509,60,Married,0,Other,621,0.650587372,4,1,0.104405495,0,Auto,0,21,14,6258,574,27276,54704,4175.166667,0.611097339,2,7329,0.255009,0.233473579,298.3547065,0.22019593,0,52
10/8/2015,29,56934,588,Employed,Bachelor,7,23378,24,Married,0,Rent,710,0.336288904,1,0,0.426949249,0,Auto,0,21,17,3905,3425,17267,1968,4744.5,0.85607028,6,15299,0.204378,0.212682083,1204.375747,0.403493676,0,56
10/9/2015,47,69857,640,Employed,Bachelor,24,45762,36,Married,3,Other,345,0.148887042,2,0,0.682455186,0,Home,0,31,24,6276,647,44897,6831,5821.416667,0.970685459,5,38066,0.210762,0.227133891,1764.6055,0.362386962,0,54
10/10/2015,36,49217,550,Employed,Doctorate,13,32215,96,Married,1,Mortgage,286,0.097773685,3,1,0.510174318,1,Debt Consolidation,0,30,7,9887,742,44567,19263,4101.416667,0.850334188,3,25304,0.292215,0.294065323,875.0834263,0.283093263,0,71
10/11/2015,47,60981,649,Employed,High School,23,27276,60,Single,0,Other,795,0.099526958,1,2,0.327773344,0,Auto,0,23,22,5743,7711,21820,6875,5081.75,0.84921961,4,14945,0.207776,0.16906483,676.5080758,0.289567192,0,50
10/12/2015,33,61161,543,Employed,Bachelor,8,37705,48,Single,2,Other,993,0.333143814,3,0,0.152371137,0,Home,1,18,11,5843,1728,29840,5498,5096.75,0.706596759,9,24342,0.261205,0.296033989,1348.922469,0.459493299,0,56
10/13/2015,38,61633,544,Employed,High School,15,11283,60,Single,3,Rent,733,0.388941843,3,1,0.404382995,0,Home,0,23,13,3918,331,90073,22118,5136.083333,0.892544665,8,67955,0.244283,0.196289739,296.6059526,0.200465196,1,43.2
10/14/2015,40,157346,580,Employed,Bachelor,20,29263,36,Single,1,Rent,390,0.462549249,5,0,0.279394024,0,Auto,1,32,25,4126,240,257186,21350,13112.16667,0.733112712,7,235836,0.224263,0.204046693,1093.561061,0.113143853,1,42.4
10/15/2015,27,46001,573,Employed,Bachelor,5,40814,84,Single,3,Rent,279,0.063557936,3,0,0.475061905,0,Other,0,20,5,512,2760,54114,7099,3833.416667,0.911579372,4,47015,0.279314,0.289011547,1136.989327,0.36938049,0,58
10/16/2015,48,61839,659,Employed,Bachelor,25,29281,60,Married,1,Own,148,0.515618575,3,2,0.511783616,0,Auto,0,30,14,8265,922,65823,14100,5153.25,0.916331799,2,51723,0.204781,0.23916085,840.929208,0.191903984,0,51
10/17/2015,33,27173,622,Employed,Master,14,11971,48,Single,2,Rent,738,0.035814619,4,2,0.26899817,0,Debt Consolidation,0,21,2,1847,1362,69021,2799,2264.416667,0.844538207,4,66222,0.195971,0.2165777,374.9386227,0.49149021,0,52
10/18/2015,37,73069,623,Employed,Master,12,18243,48,Married,2,Rent,190,0.141996664,4,1,0.617755247,0,Auto,0,34,11,12031,4579,16610,9344,6089.083333,0.808736971,11,7266,0.201743,0.183542193,539.2707106,0.119766912,1,43.2
10/19/2015,28,53220,491,Employed,High School,5,22148,72,Married,3,Rent,261,0.215839109,3,0,0.023986523,0,Other,0,17,26,5677,871,87591,36146,4435,0.994914573,2,51445,0.291648,0.297681508,662.9972255,0.208342103,0,48
10/20/2015,18,37290,577,Employed,Associate,0,14623,36,Married,1,Rent,322,0.427331716,2,3,0.090894238,0,Auto,0,25,9,485,786,32502,23083,3107.5,0.954548893,3,9419,0.211123,0.171446028,522.4028084,0.27173059,0,53
10/21/2015,37,73811,614,Employed,Bachelor,12,14035,24,Single,3,Own,538,0.340143999,5,2,0.349135488,0,Home,0,29,12,2742,911,443535,813,6150.916667,0.641171928,3,442722,0.182035,0.192153067,708.9539718,0.202726527,1,36
10/22/2015,68,50025,538,Unemployed,Associate,47,28158,36,Single,2,Own,101,0.553626875,2,2,0.085651811,0,Debt Consolidation,0,29,6,3075,235,158173,1160,4168.75,0.615693713,4,157013,0.244158,0.229113036,1088.687057,0.285382202,0,52
10/23/2015,49,59751,575,Employed,High School,25,50197,24,Divorced,3,Rent,421,0.592547683,2,0,0.264421716,0,Education,0,29,19,3793,2691,199652,71449,4979.25,0.810723383,4,128203,0.237697,0.213025521,2586.87123,0.604081183,0,49
10/24/2015,39,80252,634,Employed,Bachelor,17,8581,48,Married,2,Mortgage,954,0.055991045,3,0,0.430931357,0,Debt Consolidation,0,18,9,9885,570,145428,53990,6687.666667,0.804256818,7,91438,0.186581,0.165203431,245.480811,0.179357147,1,40
10/25/2015,36,72392,621,Employed,Associate,14,17300,60,Married,1,Other,292,0.047525237,1,1,0.103965538,0,Other,0,24,21,2464,238,60156,7897,6032.666667,0.59666709,4,52259,0.2118,0.211895539,469.8696924,0.126290699,1,35.2
10/26/2015,40,41351,612,Employed,Associate,19,15349,96,Married,0,Rent,576,0.342771547,1,1,0.070472307,0,Home,0,24,6,3252,2710,132081,9016,3445.916667,0.880615929,7,123065,0.244349,0.266282795,387.7505982,0.279679021,0,46
10/27/2015,46,33777,659,Self-Employed,Master,20,46654,72,Single,3,Mortgage,318,0.10956848,1,1,0.015916691,1,Auto,0,20,16,9056,1217,65663,15064,2814.75,0.808705953,3,50599,0.232154,0.227236822,1192.358395,0.536587049,0,57
10/28/2015,25,28815,529,Unemployed,Associate,3,31621,60,Married,4,Mortgage,464,0.102281555,6,0,0.118935157,0,Home,0,16,15,486,3573,23446,61290,2401.25,0.658651696,6,6114,0.272121,0.304995337,1032.770305,0.623329643,0,54
10/29/2015,53,59349,611,Employed,High School,29,44168,84,Single,1,Mortgage,374,0.355748106,1,1,0.237371776,0,Auto,0,20,15,6805,269,58578,7739,4945.75,0.74798805,5,50839,0.263668,0.251237141,1121.460369,0.302372819,0,47
10/30/2015,48,233241,536,Employed,High School,29,34300,84,Married,0,Mortgage,243,0.527737988,1,4,0.227468252,1,Home,0,19,5,45405,3694,49099,24859,19436.75,0.940461447,4,24240,0.2913,0.329451264,1049.566176,0.066501147,1,52
10/31/2015,48,44012,601,Employed,Master,23,39760,60,Married,2,Other,516,0.4134628,3,0,0.128860902,0,Home,0,23,19,5013,2564,46149,43525,3667.666667,0.819298787,2,2624,0.24426,0.260023996,1190.489541,0.465279344,0,49
11/1/2015,45,82211,648,Unemployed,Doctorate,20,25421,24,Married,0,Own,454,0.447951628,2,1,0.641663131,0,Auto,0,18,14,1810,748,139876,2544,6850.916667,0.884793863,6,137332,0.176421,0.167853293,1254.251227,0.249346374,1,43.2
11/2/2015,40,33508,625,Self-Employed,Bachelor,17,27943,36,Married,0,Own,414,0.268178465,3,0,0.110105777,0,Home,0,23,18,3494,1114,283816,86728,2792.333333,0.84445147,5,197088,0.200443,0.18909132,1022.995849,0.514621887,0,47
11/3/2015,48,22395,596,Employed,Associate,26,28635,36,Married,0,Mortgage,856,0.044623755,2,3,0.230042757,0,Debt Consolidation,0,20,16,1945,1156,36092,11628,1866.25,0.696535397,4,24464,0.215635,0.230763053,1109.592029,1.053230826,0,53
11/4/2015,47,33691,608,Employed,Master,24,22395,120,Married,2,Mortgage,387,0.231625872,1,0,0.273759678,0,Debt Consolidation,0,27,24,12278,2784,130660,32281,2807.583333,0.943432421,3,98379,0.273395,0.218716,460.9414064,0.30201825,0,48
11/5/2015,35,15000,536,Employed,Bachelor,8,22082,48,Married,3,Rent,484,0.283458275,2,2,0.411167405,0,Education,0,25,19,4790,1611,54451,7314,1250,0.841201321,3,47137,0.249082,0.24637328,727.7161126,0.96937289,0,58
11/6/2015,33,132121,527,Employed,Master,14,27930,72,Single,0,Other,282,0.094224155,4,0,0.39842332,0,Home,0,24,18,6901,559,53489,8583,11010.08333,0.754748853,9,44906,0.27943,0.326180901,887.9462705,0.106261346,0,51
11/7/2015,41,15000,611,Employed,Bachelor,17,27578,72,Married,4,Mortgage,571,0.485706538,4,2,0.24526458,0,Home,0,23,6,1709,1389,32564,11367,1250,0.829094919,11,21197,0.237078,0.215498536,685.5788096,1.005263048,0,54
11/8/2015,58,47370,591,Employed,Associate,37,24481,60,Married,2,Rent,222,0.485948593,4,1,0.428639593,0,Debt Consolidation,0,19,14,10452,1446,12582,15083,3947.5,0.74192107,2,2108,0.233981,0.188812581,633.4522041,0.216707335,0,58
11/9/2015,25,16213,558,Self-Employed,Associate,3,24109,12,Married,4,Mortgage,426,0.327571306,3,1,0.110287776,1,Debt Consolidation,0,29,16,4285,279,153048,14095,1351.083333,0.601511353,4,138953,0.210109,0.218229974,2254.413636,1.983899564,0,63
11/10/2015,22,24075,428,Employed,High School,0,31443,12,Married,0,Mortgage,320,0.034999768,3,1,0.513514256,0,Debt Consolidation,0,29,13,20285,1139,21424,16742,2006.25,0.69649792,4,4682,0.282443,0.277324953,3030.324145,1.669943499,0,59
11/11/2015,41,100910,561,Employed,High School,19,20665,72,Single,1,Rent,499,0.15844762,1,1,0.069942114,0,Home,0,25,8,2769,3789,173591,24243,8409.166667,0.906508362,5,149348,0.255165,0.278129139,592.8489285,0.129840324,0,45
11/12/2015,40,57323,512,Unemployed,Bachelor,18,11963,60,Single,1,Own,271,0.55215585,3,1,0.171621928,0,Auto,0,31,9,2768,2218,33981,12691,4776.916667,0.811022612,8,21290,0.260963,0.25377388,353.7816077,0.130791816,0,55
11/13/2015,42,35927,660,Employed,Master,22,24414,48,Married,1,Mortgage,509,0.31739445,2,2,0.312866199,0,Home,0,14,23,4648,8224,244380,102481,2993.916667,0.87326949,5,141899,0.189414,0.185779046,724.5548063,0.412020421,0,45
11/14/2015,42,40262,637,Employed,Bachelor,17,14058,36,Divorced,4,Own,405,0.154506479,5,2,0.103791878,0,Debt Consolidation,0,22,4,2487,1201,28879,80856,3355.166667,0.969267667,5,1144,0.180558,0.176104958,505.4877426,0.271368857,0,50
11/15/2015,37,33216,588,Employed,Associate,18,37024,24,Married,3,Rent,789,0.429760543,2,1,0.445239663,0,Home,0,23,4,1174,647,365187,17171,2768,0.839358118,0,348016,0.218024,0.1744192,1838.421806,0.94921308,0,55
11/16/2015,57,45891,543,Unemployed,High School,33,16424,36,Divorced,3,Own,167,0.400057391,3,1,0.222049682,0,Home,0,16,5,5315,591,75298,42940,3824.25,0.910290518,1,32358,0.229924,0.2759088,675.7305538,0.220364922,0,59
11/17/2015,20,36242,546,Employed,High School,0,17151,60,Married,0,Other,251,0.289887238,2,1,0.131912023,0,Debt Consolidation,0,26,4,13065,383,63394,18978,3020.166667,0.890241314,6,44416,0.249151,0.287684003,541.9890762,0.262564674,0,54
